"graph","embedder","f_score","name"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","spring",0.834661354581673,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","spring",0.817400101163379,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","spring",0.809055118110236,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","node2vec",0.820981713185756,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","node2vec",0.81125667151868,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","node2vec",0.799608035276825,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","node2vec",0.818577648766328,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","node2vec",0.802541544477028,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","node2vec",0.808365758754864,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","node2vec",0.815853069115515,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","node2vec",0.8037109375,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","node2vec",0.808945065629558,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","node2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","node2vec",0.825503355704698,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","node2vec",0.794884407279882,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","node2vec",0.800195886385896,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","node2vec",0.820981713185756,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","node2vec",0.804878048780488,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","node2vec",0.807785888077859,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","node2vec",0.796049382716049,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","node2vec",0.813559322033898,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","node2vec",0.79784102060844,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","node2vec",0.816425120772947,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","node2vec",0.803334968121628,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","node2vec",0.805460750853242,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","node2vec",0.81870781099325,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","node2vec",0.800980392156863,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","node2vec",0.821931101407084,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","node2vec",0.805677924620656,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","node2vec",0.794884407279882,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","node2vec",0.799608035276825,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","node2vec",0.796068796068796,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","node2vec",0.815496368038741,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","node2vec",0.806246949731576,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","node2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","node2vec",0.804889975550122,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","node2vec",0.812984496124031,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","node2vec",0.799803729146222,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","node2vec",0.805853658536585,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","node2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","node2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","node2vec",0.812984496124031,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","node2vec",0.806624452021432,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","node2vec",0.82831181252989,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","node2vec",0.800587947084762,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","node2vec",0.802541544477028,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","node2vec",0.808365758754864,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","node2vec",0.801369863013699,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","node2vec",0.812803103782735,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","node2vec",0.796068796068796,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","node2vec",0.823529411764706,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","node2vec",0.804878048780488,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","node2vec",0.807205452775073,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","struc2vec",0.821376986037554,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","struc2vec",0.81125667151868,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","struc2vec",0.799608035276825,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","struc2vec",0.819323671497585,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","struc2vec",0.802741067058248,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","struc2vec",0.808759124087591,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","struc2vec",0.815853069115515,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","struc2vec",0.8037109375,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","struc2vec",0.809732360097324,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","struc2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","struc2vec",0.825503355704698,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","struc2vec",0.794884407279882,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","struc2vec",0.820981713185756,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","struc2vec",0.800195886385896,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","struc2vec",0.804878048780488,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","struc2vec",0.807785888077859,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","struc2vec",0.794291338582677,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","struc2vec",0.79784102060844,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","struc2vec",0.813559322033898,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","struc2vec",0.816819719671339,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","struc2vec",0.802348336594912,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","struc2vec",0.805460750853242,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","struc2vec",0.81870781099325,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","struc2vec",0.800195886385896,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","struc2vec",0.820981713185756,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","struc2vec",0.805853658536585,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","struc2vec",0.794884407279882,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","struc2vec",0.799608035276825,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","struc2vec",0.805853658536585,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","struc2vec",0.815138282387191,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","struc2vec",0.796259842519685,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","struc2vec",0.804294777940459,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","struc2vec",0.811073336571151,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","struc2vec",0.813378574890936,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","struc2vec",0.799019607843137,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","struc2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","struc2vec",0.805460750853242,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","struc2vec",0.810679611650485,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","struc2vec",0.812984496124031,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","struc2vec",0.82831181252989,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","struc2vec",0.807017543859649,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","struc2vec",0.800980392156863,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","struc2vec",0.802541544477028,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","struc2vec",0.808365758754864,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","struc2vec",0.801369863013699,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","struc2vec",0.812803103782735,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","struc2vec",0.796068796068796,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","struc2vec",0.804878048780488,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","struc2vec",0.822681403171552,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","struc2vec",0.807205452775073,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_7","verse",0.839044652128764,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_18","verse",0.829020801623541,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_25","verse",0.842709529276694,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_24","verse",0.850491464045525,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_13","verse",0.84341252699784,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_22","verse",0.832325453545904,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_46","verse",0.828828828828829,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_49","verse",0.814777833250125,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_5","verse",0.823529411764706,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_0","verse",0.833507853403141,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_8","verse",0.837232960325534,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_12","verse",0.842617631151974,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_23","verse",0.816693079767565,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_2","verse",0.835714285714286,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_16","verse",0.835560123329908,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_31","verse",0.822260079500284,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_43","verse",0.830245368052078,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_44","verse",0.823466092572659,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_29","verse",0.831325301204819,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_38","verse",0.84490861618799,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_14","verse",0.834051724137931,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_26","verse",0.830801466736511,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_35","verse",0.839531329597555,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_39","verse",0.817987152034261,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_32","verse",0.845306764551652,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_37","verse",0.822099447513812,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_19","verse",0.822882288228823,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_20","verse",0.821697099892589,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_47","verse",0.817556848228451,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_28","verse",0.83342091434577,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_42","verse",0.823529411764706,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_34","verse",0.843820224719101,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_36","verse",0.830490405117271,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_27","verse",0.828877005347593,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_48","verse",0.828193832599119,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_4","verse",0.839637719765583,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_45","verse",0.82670906200318,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_41","verse",0.836477987421384,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_17","verse",0.830427892234548,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_1","verse",0.842427332993371,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_21","verse",0.825130890052356,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_10","verse",0.823161189358372,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_30","verse",0.826301369863014,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_6","verse",0.825331971399387,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_11","verse",0.825188916876574,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_15","verse",0.811733333333333,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_40","verse",0.820266666666667,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_9","verse",0.835252879318978,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_33","verse",0.830784913353721,"60-40"
"input_data/5_10_graphs_0.6g_0.4ng/graph_sample_3","verse",0.82958904109589,"60-40"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","spring",0.860163382988948,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","spring",0.846958174904943,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","spring",0.864068441064639,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","spring",0.868696479543292,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","spring",0.854007633587786,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","spring",0.869976359338062,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","spring",0.859615384615385,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","spring",0.856867469879518,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","spring",0.864661654135338,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","spring",0.861111111111111,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","spring",0.864398658361284,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","spring",0.855086372360844,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","spring",0.865671641791045,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","spring",0.866508313539192,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","spring",0.88580674988442,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","spring",0.843326885880077,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","spring",0.862052505966587,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","spring",0.86924150767799,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","spring",0.862367661212704,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","spring",0.852116024726581,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","spring",0.85040885040885,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","spring",0.861405197305101,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","spring",0.872778297474275,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","spring",0.87312030075188,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","spring",0.84906564446574,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","spring",0.886704119850187,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","spring",0.865248226950355,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","spring",0.86453433678269,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","spring",0.837706511175899,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","spring",0.873387482083134,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","spring",0.862616822429907,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","spring",0.871891130924449,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","spring",0.860163382988948,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","spring",0.878442545109212,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","spring",0.864221057646498,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","spring",0.869847151459009,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","spring",0.869281045751634,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","spring",0.851165002377556,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","spring",0.867079561696046,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","spring",0.866981132075472,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","spring",0.85352798053528,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","spring",0.86456400742115,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","spring",0.873067915690867,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","spring",0.872778297474275,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","spring",0.855903614457831,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","spring",0.850919651500484,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","spring",0.864734299516908,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","spring",0.862541332073689,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","spring",0.857959961868446,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","spring",0.873307543520309,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","node2vec",0.851782363977486,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","node2vec",0.85834109972041,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","node2vec",0.843248347497639,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","node2vec",0.861524163568773,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","node2vec",0.849624060150376,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","node2vec",0.863109048723898,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","node2vec",0.855140186915888,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","node2vec",0.848798869524258,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","node2vec",0.86046511627907,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","node2vec",0.856742883807746,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","node2vec",0.854468881609733,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","node2vec",0.847601128880527,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","node2vec",0.864037122969838,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","node2vec",0.878718535469107,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","node2vec",0.856209150326797,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","node2vec",0.838894184938036,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","node2vec",0.854468881609733,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","node2vec",0.856875584658559,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","node2vec",0.865215377489579,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","node2vec",0.849624060150376,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","node2vec",0.851921274601687,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","node2vec",0.866790009250694,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","node2vec",0.845136921624174,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_39","node2vec",0.869404706968159,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_32","node2vec",0.879231473010064,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_19","node2vec",0.84433962264151,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_37","node2vec",0.85834109972041,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_20","node2vec",0.86046511627907,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_47","node2vec",0.832777513101477,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_28","node2vec",0.861395348837209,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_42","node2vec",0.848541862652869,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_34","node2vec",0.859404096834264,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_27","node2vec",0.869806094182826,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_36","node2vec",0.868882733148661,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_48","node2vec",0.855140186915888,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_4","node2vec",0.869806094182826,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_17","node2vec",0.847601128880527,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_45","node2vec",0.867592592592593,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_41","node2vec",0.859804378202143,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_1","node2vec",0.84433962264151,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_21","node2vec",0.862981885740827,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_10","node2vec",0.864163189615206,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_30","node2vec",0.848142924306535,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_6","node2vec",0.869685767097967,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_40","node2vec",0.867592592592593,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_11","node2vec",0.849765258215962,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_15","node2vec",0.857142857142857,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_3","node2vec",0.852996254681648,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_9","node2vec",0.85834109972041,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_33","node2vec",0.862581244196843,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_7","struc2vec",0.851383028598218,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_18","struc2vec",0.843248347497639,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_25","struc2vec",0.85834109972041,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_24","struc2vec",0.861524163568773,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_22","struc2vec",0.863509749303621,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_13","struc2vec",0.849624060150376,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_46","struc2vec",0.855539971949509,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_49","struc2vec",0.848142924306535,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_5","struc2vec",0.854069223573433,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_0","struc2vec",0.86046511627907,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_8","struc2vec",0.856742883807746,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_12","struc2vec",0.847601128880527,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_23","struc2vec",0.863910822108686,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_2","struc2vec",0.856209150326797,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_31","struc2vec",0.878718535469107,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_16","struc2vec",0.837209302325581,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_44","struc2vec",0.855269320843091,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_43","struc2vec",0.865215377489579,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_29","struc2vec",0.85634066448292,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_38","struc2vec",0.849224988257398,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_14","struc2vec",0.851921274601687,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_26","struc2vec",0.84433962264151,"50-50"
"input_data/5_10_graphs_0.5g_0.5ng/graph_sample_35","struc2vec",0.866790009250694,"50-50"
